sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
"It ' s been a few days since I bought this phone . Everyone in the store was impressed with its exterior design and colorful options . It has a good display and supports 4 . 5G internet and OTG . The front and rear cameras are also of good quality . However , after a few days of use , the battery life isn ' t enough for the processor and display . If you use the phone heavily , you ' ll probably need to charge it twice a day . The charging speed is also quite fast . Another disadvantage is that it only has a 3 . 5mm jack , which forces you to use only wired headphones . Music can ' t be played while charging . The sound from the speakers is good but not exceptional . The image quality isn ' t great when playing games . The phone ' s body is okay , but naturally , it ' s the same in most phones . The phone comes with two Nano SIM slots but only one with 64GB of RAM . It seems unnecessary to have both . I also noticed some missing apps like file manager and gallery , which I installed myself . There ' s also an issue with USSD codes . They don ' t seem to work properly . The phone is currently on version 6 and hasn ' t received an update to version 7 or 8 in terms of software . The customer service hasn ' t been helpful regarding the registration process .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', '[SEP]', '[SEP]', '[SEP]', '[SEP]']","['It', ""'"", 's', 'been', 'a', 'few', 'days', 'since', 'I', 'bought', 'this', 'phone', '.', 'Everyone', 'in', 'the', 'store', 'was', 'impressed', 'with', 'its', 'exterior', 'design', 'and', 'colorful', 'options', '.', 'It', 'has', 'a', 'good', 'display', 'and', 'supports', '4', '.', '5G', 'internet', 'and', 'OTG', '.', 'The', 'front', 'and', 'rear', 'cameras', 'are', 'also', 'of', 'good', 'quality', '.', 'However', ',', 'after', 'a', 'few', 'days', 'of', 'use', ',', 'the', 'battery', 'life', 'isn', ""'"", 't', 'enough', 'for', 'the', 'processor', 'and', 'display', '.', 'If', 'you', 'use', 'the', 'phone', 'heavily', ',', 'you', ""'"", 'll', 'probably', 'need', 'to', 'charge', 'it', 'twice', 'a', 'day', '.', 'The', 'charging', 'speed', 'is', 'also', 'quite', 'fast', '.', 'Another', 'disadvantage', 'is', 'that', 'it', 'only', 'has', 'a', '3', '.', '5mm', 'jack', ',', 'which', 'forces', 'you', 'to', 'use', 'only', 'wired', 'headphones', '.', 'Music', 'can', ""'"", 't', 'be', 'played', 'while', 'charging', '.', 'The', 'sound', 'from', 'the', 'speakers', 'is', 'good', 'but', 'not', 'exceptional', '.', 'The', 'image', 'quality', 'isn', ""'"", 't', 'great', 'when', 'playing', 'games', '.', 'The', 'phone', ""'"", 's', 'body', 'is', 'okay', ',', 'but', 'naturally', ',', 'it', ""'"", 's', 'the', 'same', 'in', 'most', 'phones', '.', 'The', 'phone', 'comes', 'with', 'two', 'Nano', 'SIM', 'slots', 'but', 'only', 'one', 'with', '64GB', 'of', 'RAM', '.', 'It', 'seems', 'unnecessary', 'to', 'have', 'both', '.', 'I', 'also', 'noticed', 'some', 'missing', 'apps', 'like', 'file', 'manager', 'and', 'gallery', ',', 'which', 'I', 'installed', 'myself', '.', 'There', ""'"", 's', 'also', 'an', 'issue', 'with', 'USSD', 'codes', '.', 'They', 'don', ""'"", 't', 'seem', 'to', 'work', 'properly', '.', 'The', 'phone', 'is', 'currently', 'on', 'version', '6', 'and', 'hasn', ""'"", 't', 'received', 'an', 'update', 'to', 'version', '7', 'or', '8', 'in', 'terms', 'of', 'software', '.', 'The', 'customer', 'service', 'hasn', ""'"", 't', 'been', 'helpful', 'regarding', 'the', 'registration', 'process', '.']",[],[],[],[],[]
I have been very happy with the corner room for the past two or three months .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'have', 'been', 'very', 'happy', 'with', 'the', 'corner', 'room', 'for', 'the', 'past', 'two', 'or', 'three', 'months', '.']",['corner room'],"[[7, 8]]",['Positive'],"[[0.00022438382438849658, 0.0002537161926738918, 0.9995219707489014]]",[0.9995]
"Why is the Aquagoo brand not offering any high - quality cameras in this model ? The camera has excellent build quality , high - quality speakers , but unfortunately , batteries are not included in this model . The company previously had good models , but after the M7 , they disappeared and suffered losses . I suspect they are facing financial difficulties due to this . Despite this , they have recently released a new model with high - quality construction , but it is not the best in terms of speed compared to other models like the LG V50 and Samsung Galaxy S7 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Why', 'is', 'the', 'Aquagoo', 'brand', 'not', 'offering', 'any', 'high', '-', 'quality', 'cameras', 'in', 'this', 'model', '?', 'The', 'camera', 'has', 'excellent', 'build', 'quality', ',', 'high', '-', 'quality', 'speakers', ',', 'but', 'unfortunately', ',', 'batteries', 'are', 'not', 'included', 'in', 'this', 'model', '.', 'The', 'company', 'previously', 'had', 'good', 'models', ',', 'but', 'after', 'the', 'M7', ',', 'they', 'disappeared', 'and', 'suffered', 'losses', '.', 'I', 'suspect', 'they', 'are', 'facing', 'financial', 'difficulties', 'due', 'to', 'this', '.', 'Despite', 'this', ',', 'they', 'have', 'recently', 'released', 'a', 'new', 'model', 'with', 'high', '-', 'quality', 'construction', ',', 'but', 'it', 'is', 'not', 'the', 'best', 'in', 'terms', 'of', 'speed', 'compared', 'to', 'other', 'models', 'like', 'the', 'LG', 'V50', 'and', 'Samsung', 'Galaxy', 'S7', '.']","['cameras', 'build quality', 'speakers', 'batteries', 'speed']","[[11], [20, 21], [26], [31], [93]]","['Negative', 'Positive', 'Positive', 'Negative', 'Negative']","[[0.97714763879776, 0.004008859395980835, 0.01884360797703266], [0.06522587686777115, 0.0005104320007376373, 0.9342637062072754], [0.34450677037239075, 0.001116215600632131, 0.6543770432472229], [0.9949209094047546, 0.0017990493215620518, 0.003279973054304719], [0.8501497507095337, 0.14908276498317719, 0.0007675369852222502]]","[0.9771, 0.9343, 0.6544, 0.9949, 0.8501]"
"After a while , I realized that I ' ve become accustomed to this smell . I always loved using this fragrance ! The scent is moderate , but I really enjoy it .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['After', 'a', 'while', ',', 'I', 'realized', 'that', 'I', ""'"", 've', 'become', 'accustomed', 'to', 'this', 'smell', '.', 'I', 'always', 'loved', 'using', 'this', 'fragrance', '!', 'The', 'scent', 'is', 'moderate', ',', 'but', 'I', 'really', 'enjoy', 'it', '.']","['fragrance', 'scent']","[[21], [24]]","['Positive', 'Neutral']","[[0.0026626151520758867, 0.043521665036678314, 0.9538156986236572], [0.0055860173888504505, 0.9800512790679932, 0.0143626369535923]]","[0.9538, 0.9801]"
"My order arrived today . The items were smaller than I expected , but they have average power . They ' re suitable for drying children ' s hair or low - volume hair . It ' s not powerful enough for thicker hair . Considering the price , if you ' re looking for a budget - friendly option , this would be a good choice .","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['My', 'order', 'arrived', 'today', '.', 'The', 'items', 'were', 'smaller', 'than', 'I', 'expected', ',', 'but', 'they', 'have', 'average', 'power', '.', 'They', ""'"", 're', 'suitable', 'for', 'drying', 'children', ""'"", 's', 'hair', 'or', 'low', '-', 'volume', 'hair', '.', 'It', ""'"", 's', 'not', 'powerful', 'enough', 'for', 'thicker', 'hair', '.', 'Considering', 'the', 'price', ',', 'if', 'you', ""'"", 're', 'looking', 'for', 'a', 'budget', '-', 'friendly', 'option', ',', 'this', 'would', 'be', 'a', 'good', 'choice', '.']","['order', 'power', 'price']","[[1], [17], [47]]","['Negative', 'Negative', 'Positive']","[[0.9812235832214355, 0.01616169512271881, 0.0026148261968046427], [0.5617333650588989, 0.4375368356704712, 0.0007298053824342787], [0.2974480986595154, 0.09627634286880493, 0.6062755584716797]]","[0.9812, 0.5617, 0.6063]"
"My order arrived today ! I ' m amazed at how quickly it processed . I have to say that I ' ve been waiting a long time for a good deal on shoes . I think you ' ve been following my goals more than anyone else . After so many setbacks , I finally bought this pair of shoes from Digijoy . I highly recommend them !","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['My', 'order', 'arrived', 'today', '!', 'I', ""'"", 'm', 'amazed', 'at', 'how', 'quickly', 'it', 'processed', '.', 'I', 'have', 'to', 'say', 'that', 'I', ""'"", 've', 'been', 'waiting', 'a', 'long', 'time', 'for', 'a', 'good', 'deal', 'on', 'shoes', '.', 'I', 'think', 'you', ""'"", 've', 'been', 'following', 'my', 'goals', 'more', 'than', 'anyone', 'else', '.', 'After', 'so', 'many', 'setbacks', ',', 'I', 'finally', 'bought', 'this', 'pair', 'of', 'shoes', 'from', 'Digijoy', '.', 'I', 'highly', 'recommend', 'them', '!']","['order', 'processed']","[[1], [13]]","['Positive', 'Positive']","[[0.001005545724183321, 0.0002785721735563129, 0.998715877532959], [0.0035394818987697363, 0.0003220337093807757, 0.9961385130882263]]","[0.9987, 0.9961]"
"Wait until the prices go down again , two months will pass soon .","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Wait', 'until', 'the', 'prices', 'go', 'down', 'again', ',', 'two', 'months', 'will', 'pass', 'soon', '.']",['prices'],[[3]],['Positive'],"[[0.12169504910707474, 0.000384779239539057, 0.8779201507568359]]",[0.8779]
"I am currently using this device with maximum graphics settings without any battery concerns . The update has resolved the issue to a great extent . If you are not a hardcore gamer , this phone is the best option . As for the touch screen , I have not encountered any problems . The battery life is just slightly weak , but it can be fixed with a few tweaks . Overall , I am quite satisfied with the phone .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'am', 'currently', 'using', 'this', 'device', 'with', 'maximum', 'graphics', 'settings', 'without', 'any', 'battery', 'concerns', '.', 'The', 'update', 'has', 'resolved', 'the', 'issue', 'to', 'a', 'great', 'extent', '.', 'If', 'you', 'are', 'not', 'a', 'hardcore', 'gamer', ',', 'this', 'phone', 'is', 'the', 'best', 'option', '.', 'As', 'for', 'the', 'touch', 'screen', ',', 'I', 'have', 'not', 'encountered', 'any', 'problems', '.', 'The', 'battery', 'life', 'is', 'just', 'slightly', 'weak', ',', 'but', 'it', 'can', 'be', 'fixed', 'with', 'a', 'few', 'tweaks', '.', 'Overall', ',', 'I', 'am', 'quite', 'satisfied', 'with', 'the', 'phone', '.']","['graphics', 'battery life']","[[8], [55, 56]]","['Positive', 'Negative']","[[0.0016891906270757318, 0.0009109557722695172, 0.9973998069763184], [0.9257713556289673, 0.0073565212078392506, 0.06687214970588684]]","[0.9974, 0.9258]"
"Two days ago when I bought this laptop , I can say it ' s very powerful and cool ! The only thing that could be better is the display quality which is average and not suitable for watching movies and series . Besides the display , I didn ' t have any other problems . I ' m particularly happy with the two - terabyte hard drive which is one of the reasons I bought this laptop because I usually have problems storing movies and games . I installed Dota2 , cs go and Call of Duty without any problems .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Two', 'days', 'ago', 'when', 'I', 'bought', 'this', 'laptop', ',', 'I', 'can', 'say', 'it', ""'"", 's', 'very', 'powerful', 'and', 'cool', '!', 'The', 'only', 'thing', 'that', 'could', 'be', 'better', 'is', 'the', 'display', 'quality', 'which', 'is', 'average', 'and', 'not', 'suitable', 'for', 'watching', 'movies', 'and', 'series', '.', 'Besides', 'the', 'display', ',', 'I', 'didn', ""'"", 't', 'have', 'any', 'other', 'problems', '.', 'I', ""'"", 'm', 'particularly', 'happy', 'with', 'the', 'two', '-', 'terabyte', 'hard', 'drive', 'which', 'is', 'one', 'of', 'the', 'reasons', 'I', 'bought', 'this', 'laptop', 'because', 'I', 'usually', 'have', 'problems', 'storing', 'movies', 'and', 'games', '.', 'I', 'installed', 'Dota2', ',', 'cs', 'go', 'and', 'Call', 'of', 'Duty', 'without', 'any', 'problems', '.']","['display quality', 'hard drive', 'cs go']","[[29, 30], [66, 67], [92, 93]]","['Negative', 'Positive', 'Positive']","[[0.9526357054710388, 0.046969443559646606, 0.00039482334977947176], [0.005555301439017057, 0.00039919797563925385, 0.9940454959869385], [0.0009428955963812768, 0.0003383119183126837, 0.9987187385559082]]","[0.9526, 0.994, 0.9987]"
"For the past two and a half months , this phone has been exceptional . Even the most demanding games run smoothly . The camera is fantastic , with a micro SD card slot . It has an incredible display and , most importantly , a long battery life that will be updated soon .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['For', 'the', 'past', 'two', 'and', 'a', 'half', 'months', ',', 'this', 'phone', 'has', 'been', 'exceptional', '.', 'Even', 'the', 'most', 'demanding', 'games', 'run', 'smoothly', '.', 'The', 'camera', 'is', 'fantastic', ',', 'with', 'a', 'micro', 'SD', 'card', 'slot', '.', 'It', 'has', 'an', 'incredible', 'display', 'and', ',', 'most', 'importantly', ',', 'a', 'long', 'battery', 'life', 'that', 'will', 'be', 'updated', 'soon', '.']","['camera', 'micro SD card slot', 'display', 'battery life']","[[24], [30, 31, 32, 33], [39], [47, 48]]","['Positive', 'Positive', 'Positive', 'Positive']","[[0.00019537754997145385, 0.0008909216267056763, 0.9989136457443237], [0.00019342797168064862, 0.00046386162284761667, 0.9993426203727722], [0.00023963823332451284, 0.00028679327806457877, 0.9994736313819885], [0.00019344300380907953, 0.000316657213261351, 0.9994897842407227]]","[0.9989, 0.9993, 0.9995, 0.9995]"
I have had this headphone for three months and it is excellent . I have tried it on several occasions and it works perfectly . It connects quickly and easily and lasts a long time on a single charge . The sound quality is also very good . I highly recommend this headphone .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'have', 'had', 'this', 'headphone', 'for', 'three', 'months', 'and', 'it', 'is', 'excellent', '.', 'I', 'have', 'tried', 'it', 'on', 'several', 'occasions', 'and', 'it', 'works', 'perfectly', '.', 'It', 'connects', 'quickly', 'and', 'easily', 'and', 'lasts', 'a', 'long', 'time', 'on', 'a', 'single', 'charge', '.', 'The', 'sound', 'quality', 'is', 'also', 'very', 'good', '.', 'I', 'highly', 'recommend', 'this', 'headphone', '.']","['connects', 'sound quality']","[[26], [41, 42]]","['Positive', 'Positive']","[[0.0002895673969760537, 0.00026349147083237767, 0.9994469285011292], [0.00021136032592039555, 0.0002563606249168515, 0.9995322227478027]]","[0.9994, 0.9995]"
"I bought a phone about five months ago . It ' s great in every way , except for the camera which is a bit weak . But considering the price , that ' s not a big deal . Overall , I recommend it . I also have an iPhone 6 in case I make a mistake with this one .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'bought', 'a', 'phone', 'about', 'five', 'months', 'ago', '.', 'It', ""'"", 's', 'great', 'in', 'every', 'way', ',', 'except', 'for', 'the', 'camera', 'which', 'is', 'a', 'bit', 'weak', '.', 'But', 'considering', 'the', 'price', ',', 'that', ""'"", 's', 'not', 'a', 'big', 'deal', '.', 'Overall', ',', 'I', 'recommend', 'it', '.', 'I', 'also', 'have', 'an', 'iPhone', '6', 'in', 'case', 'I', 'make', 'a', 'mistake', 'with', 'this', 'one', '.']","['camera', 'price']","[[20], [30]]","['Negative', 'Positive']","[[0.9829588532447815, 0.006784643512219191, 0.010256555862724781], [0.01463695615530014, 0.10486554354429245, 0.8804975152015686]]","[0.983, 0.8805]"
"Now that I ' ve reached half of the book , I just have to say it ' s incredible . You definitely have to read this story .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Now', 'that', 'I', ""'"", 've', 'reached', 'half', 'of', 'the', 'book', ',', 'I', 'just', 'have', 'to', 'say', 'it', ""'"", 's', 'incredible', '.', 'You', 'definitely', 'have', 'to', 'read', 'this', 'story', '.']",['book'],[[9]],['Positive'],"[[0.0018506081542000175, 0.0004887600080110133, 0.9976606369018555]]",[0.9977]
My face is clean now . Everything is good . Just my camera is weak … My front camera is weak too .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']","['My', 'face', 'is', 'clean', 'now', '.', 'Everything', 'is', 'good', '.', 'Just', 'my', 'camera', 'is', 'weak', '…', 'My', 'front', 'camera', 'is', 'weak', 'too', '.']","['camera', 'camera']","[[12], [18]]","['Negative', 'Negative']","[[0.9976859092712402, 0.002029785653576255, 0.00028423318872228265], [0.9976859092712402, 0.002029785653576255, 0.00028423318872228265]]","[0.9977, 0.9977]"
This week you can buy a gadget and it ' s very good . It has many features and is suitable for gamers . I recommend you to buy it .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'week', 'you', 'can', 'buy', 'a', 'gadget', 'and', 'it', ""'"", 's', 'very', 'good', '.', 'It', 'has', 'many', 'features', 'and', 'is', 'suitable', 'for', 'gamers', '.', 'I', 'recommend', 'you', 'to', 'buy', 'it', '.']",['features'],[[17]],['Positive'],"[[0.00030326948035508394, 0.0002111363282892853, 0.9994856119155884]]",[0.9995]
"It has been a month since I researched and considered purchasing good headphones or earbuds . Ultimately , I bought them from DJI Mall . The quality is excellent , and the sound is outstanding . There is no hiss or interference whatsoever . The battery life is also impressive ; after two days of continuous use , they still have plenty of charge left .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['It', 'has', 'been', 'a', 'month', 'since', 'I', 'researched', 'and', 'considered', 'purchasing', 'good', 'headphones', 'or', 'earbuds', '.', 'Ultimately', ',', 'I', 'bought', 'them', 'from', 'DJI', 'Mall', '.', 'The', 'quality', 'is', 'excellent', ',', 'and', 'the', 'sound', 'is', 'outstanding', '.', 'There', 'is', 'no', 'hiss', 'or', 'interference', 'whatsoever', '.', 'The', 'battery', 'life', 'is', 'also', 'impressive', ';', 'after', 'two', 'days', 'of', 'continuous', 'use', ',', 'they', 'still', 'have', 'plenty', 'of', 'charge', 'left', '.']","['quality', 'sound', 'battery life']","[[26], [32], [45, 46]]","['Positive', 'Positive', 'Positive']","[[0.00028697543893940747, 0.00033296243054792285, 0.9993799924850464], [0.0003029930521734059, 0.0002755162422545254, 0.9994214773178101], [0.00022004586935508996, 0.00029077043291181326, 0.9994891881942749]]","[0.9994, 0.9994, 0.9995]"
